;bCT3_1db40_1;bCT3_1db40_2;bCT3_1dT40_1;bCT3_1dT40_2;bCT3_2db40_1;bCT3_2dT40_1;bCT4_dCA2_1;bCT4_dCA2_2;bCT4_dTR2_1;bCT4_dTR2_2
ENSG00000244187.8;317;591;507;618;502;629;687;462;498;396
ENSG00000272896.1;0;0;0;0;0;0;1;0;3;1
ENSG00000213213.14;31;62;21;57;33;46;32;26;27;15
ENSG00000273066.5;10;15;14;5;11;12;5;11;19;16
ENSG00000272679.1;0;0;0;0;0;0;0;0;0;0
ENSG00000228544.1;31;95;52;55;73;29;37;52;50;41
ENSG00000196642.19;2262;4463;3574;4002;3650;4253;4896;3898;3639;3148
ENSG00000213212.3;1;1;6;1;2;2;0;0;3;1
ENSG00000265806.1;4;12;7;12;14;6;6;9;0;4
ENSG00000232434.3;398;909;540;629;710;701;572;588;515;436
ENSG00000054148.18;1252;2747;1907;2151;2427;2503;2742;2005;1895;1737
ENSG00000288873.2;4;7;5;4;3;7;8;4;7;7
ENSG00000177943.14;32;73;57;70;56;64;66;59;35;66
ENSG00000107223.13;2524;6045;4244;5294;4382;5826;7165;4750;4474;3787
ENSG00000127191.18;272;557;380;417;459;402;622;451;396;339
ENSG00000266507.1;3;7;0;0;2;0;1;0;0;0
ENSG00000213590.2;0;4;3;1;1;3;0;3;3;7
ENSG00000260190.1;1;0;2;1;2;10;5;0;5;1
ENSG00000159069.14;4391;8931;7594;8378;7733;10165;10537;8497;9385;7511
ENSG00000176919.13;3;19;12;15;11;16;6;17;11;4
ENSG00000184925.12;0;0;1;0;0;0;0;1;0;3
ENSG00000198454.2;0;0;2;1;2;0;0;0;1;0
ENSG00000107317.13;53;167;145;159;118;142;376;358;245;344
ENSG00000284341.1;1;0;0;0;0;0;1;0;0;0
ENSG00000214402.7;30;37;47;40;31;35;89;53;70;71
ENSG00000148362.11;266;575;420;506;406;552;783;542;530;479
ENSG00000169583.13;784;1463;685;719;1335;1004;2521;1715;2387;2143
ENSG00000107331.18;4048;8364;6045;6721;6876;6373;4886;6281;6109;5835
ENSG00000180539.8;1;3;3;3;1;7;6;0;7;2
ENSG00000180549.8;0;0;0;0;0;3;0;0;1;1
ENSG00000279073.3;0;0;0;0;0;0;0;0;0;0
ENSG00000107281.10;2525;5777;4768;5195;4712;6031;7066;5370;6130;4975
ENSG00000054179.12;15;27;3;4;12;0;4;12;5;3
ENSG00000236394.2;0;2;0;0;0;0;0;3;0;1
ENSG00000229257.2;0;0;0;0;0;0;0;0;0;0
ENSG00000186193.9;73;172;79;86;143;99;132;140;57;80
ENSG00000231864.2;0;0;0;0;0;0;0;0;0;0
ENSG00000197355.11;1517;3069;1771;2067;2339;1719;3783;3739;2682;2568
ENSG00000268996.3;60;110;55;64;123;70;67;65;51;45
ENSG00000177239.16;5465;11084;8870;10580;9215;9933;11973;10528;9562;8339
ENSG00000199411.1;0;0;1;0;0;0;1;0;0;0
ENSG00000176978.15;3902;8472;6014;6675;6778;7496;8753;6575;6128;5630
ENSG00000176884.17;22;30;20;18;22;27;23;9;18;10
ENSG00000184709.7;0;0;0;0;0;0;0;0;0;0
ENSG00000261793.1;0;0;0;0;0;0;0;0;0;0
ENSG00000263697.1;0;0;0;0;0;0;0;0;0;0
ENSG00000185863.8;0;0;0;0;0;0;0;0;0;0
ENSG00000176248.9;1298;2767;1697;2011;2320;1954;2286;2028;1746;1478
ENSG00000176101.12;901;2114;1584;1937;1727;2167;2318;1688;1517;1448
ENSG00000176058.13;438;940;689;750;792;726;925;673;535;463
ENSG00000187713.7;806;1593;1009;1183;1381;1143;1360;1197;1107;1050
ENSG00000188566.15;490;934;492;611;797;555;758;831;686;581
ENSG00000284976.2;0;0;0;0;0;0;0;0;0;0
ENSG00000212864.4;66;124;71;77;95;132;82;68;75;47
ENSG00000197191.7;15;37;17;16;42;29;33;35;23;27
ENSG00000233198.4;11;19;4;9;13;12;10;5;5;10
ENSG00000198569.10;10;31;13;4;18;17;10;22;7;11
ENSG00000188229.6;7495;15959;12568;15075;13226;16587;15873;12699;10914;9403
ENSG00000188163.8;4;0;4;1;1;1;5;1;0;0
ENSG00000275549.1;1;2;0;1;0;0;2;0;0;0
ENSG00000197768.11;1;3;1;0;5;0;3;5;1;3
ENSG00000188986.9;1935;4092;2779;3206;3351;3198;3706;3284;2812;2476
ENSG00000198113.3;2061;4417;4003;4269;3561;4607;3468;3305;3483;3105
ENSG00000270259.2;1;2;0;0;0;0;2;0;2;0
ENSG00000260996.1;0;0;1;2;0;0;0;0;0;1
ENSG00000288234.1;0;0;0;0;0;0;0;0;0;0
ENSG00000198435.4;1;13;4;1;6;3;3;4;6;1
ENSG00000187609.16;194;467;297;313;347;321;367;327;315;225
ENSG00000188747.9;23;39;13;21;38;38;34;21;15;8
ENSG00000188833.10;0;1;0;0;5;0;1;2;0;2
ENSG00000165802.23;3645;7313;4748;5288;6024;5956;5818;5131;4700;4136
ENSG00000284317.1;0;0;0;0;0;0;0;0;0;0
ENSG00000130653.16;174;412;108;147;309;123;295;294;229;203
ENSG00000182154.8;977;2266;1685;1929;1706;2297;2655;1731;1464;1449
ENSG00000148399.13;423;737;636;678;702;597;715;606;546;420
ENSG00000165724.6;600;1099;782;819;914;1023;1211;988;868;660
ENSG00000197070.14;375;719;555;570;631;748;709;576;520;488
ENSG00000283411.1;0;0;0;0;0;0;0;0;0;0
ENSG00000203993.7;261;424;243;253;379;290;294;275;194;200
ENSG00000181090.21;1278;2456;1504;1860;2145;1595;1854;2005;1577;1385
ENSG00000274841.1;0;2;0;2;0;0;0;0;0;0
ENSG00000233998.1;0;1;1;0;0;0;0;0;2;2
ENSG00000255585.3;4;17;12;8;6;5;9;2;10;11
ENSG00000207693.1;0;0;0;0;0;0;0;0;0;0
ENSG00000203987.3;0;1;0;0;0;0;0;0;0;0
ENSG00000148408.14;1;6;4;2;5;4;4;5;1;1
ENSG00000276388.1;0;0;0;0;0;0;0;0;0;0
ENSG00000229926.1;0;0;0;0;0;0;0;0;0;0
ENSG00000290588.1;0;0;0;0;0;0;0;1;0;0
ENSG00000159247.14;0;0;0;0;0;0;0;0;0;0
ENSG00000278130.1;0;0;0;0;0;0;0;0;0;0
ENSG00000237419.1;0;1;0;0;0;1;0;0;1;0
ENSG00000290585.1;0;0;0;0;0;0;0;0;0;0
ENSG00000233013.11;0;0;0;0;0;0;0;0;0;0
ENSG00000223256.1;0;0;0;0;0;0;0;0;0;0
ENSG00000250210.5;0;0;0;0;0;0;0;0;0;0
ENSG00000286255.1;0;0;0;0;0;0;0;0;0;0
ENSG00000260370.2;0;0;0;0;0;0;0;0;0;0
ENSG00000237297.1;0;0;0;0;0;0;0;0;0;0
ENSG00000261456.6;3;7;0;0;0;0;0;0;0;1
ENSG00000232420.2;0;0;0;0;0;0;0;0;0;0
ENSG00000015171.21;2091;3727;2463;2806;3142;2482;2443;3259;2957;2669
ENSG00000276662.1;1;2;0;3;0;2;0;2;1;3
ENSG00000212331.1;0;0;1;0;1;0;0;0;0;0
ENSG00000151240.17;1600;3175;2044;2526;2499;1894;2186;3134;2950;2662
ENSG00000201861.1;0;1;0;2;1;0;0;1;0;0
ENSG00000239822.3;0;0;0;0;0;0;0;0;0;0
ENSG00000233021.2;0;0;0;0;0;0;1;0;0;0
ENSG00000225140.2;2;6;3;4;2;1;1;6;3;6
ENSG00000263511.1;0;0;0;0;1;0;1;1;2;1
ENSG00000180525.14;3;6;2;3;9;7;5;10;14;22
ENSG00000231601.1;0;0;0;0;0;0;0;0;0;0
ENSG00000107929.16;1557;2954;1993;2386;2434;2074;1921;2578;2291;2039
ENSG00000229869.1;8;11;6;5;3;7;4;1;0;0
ENSG00000205740.2;1;16;9;2;11;9;9;22;9;15
ENSG00000107937.19;1349;2632;1925;2409;2340;2029;2922;2864;2588;2273
ENSG00000148377.6;0;0;0;0;0;0;0;2;0;0
ENSG00000232656.10;25;33;12;25;41;9;18;25;41;23
ENSG00000067064.13;2828;4969;2520;2994;4253;2730;4261;3859;4194;3423
ENSG00000047056.18;866;1749;1101;1285;1364;1117;1095;1381;1164;1092
ENSG00000229205.5;0;0;0;0;0;1;0;0;0;0
ENSG00000185736.16;0;0;0;0;2;0;2;3;0;0
ENSG00000287043.1;0;0;0;0;0;0;0;0;0;0
ENSG00000282390.1;0;0;0;0;0;0;0;0;0;0
ENSG00000233052.1;0;0;0;0;0;0;0;0;0;0
ENSG00000205696.5;0;0;0;0;0;0;0;0;0;0
ENSG00000287653.1;0;0;0;0;0;0;0;0;1;0
ENSG00000234962.6;0;0;0;0;0;0;0;0;0;0
ENSG00000289427.1;0;0;0;0;0;0;0;0;0;0
ENSG00000226694.2;0;0;0;0;0;0;0;0;0;0
ENSG00000278069.1;0;0;0;0;0;0;0;0;0;0
ENSG00000252998.1;0;0;0;0;0;0;0;0;0;0
ENSG00000227912.2;0;0;0;0;0;0;0;0;1;0
ENSG00000231326.7;0;0;0;0;0;0;0;0;0;0
ENSG00000212156.1;0;0;0;0;0;0;0;0;0;0
ENSG00000234556.1;0;0;0;0;0;0;0;0;0;0
ENSG00000234170.6;0;0;0;0;0;0;0;0;0;0
ENSG00000237500.1;0;0;0;0;0;0;0;0;0;0
ENSG00000235281.2;0;0;0;0;0;0;0;0;0;0
ENSG00000286858.1;0;0;0;0;0;0;0;1;0;0
ENSG00000231743.1;0;0;0;0;0;0;0;0;0;0
ENSG00000234182.2;0;0;0;0;0;0;0;0;0;0
ENSG00000287560.1;0;0;0;0;0;0;0;0;0;0
ENSG00000289597.1;0;0;0;0;0;0;0;0;0;1
ENSG00000273001.1;2;7;2;3;4;5;1;3;6;2
ENSG00000067057.19;6445;13528;12086;13940;11053;14193;9660;8868;9166;7221
ENSG00000278419.1;2;0;0;0;0;0;0;0;0;0
ENSG00000107959.17;4237;7937;5988;7276;7032;6843;3240;3366;3762;2937
ENSG00000237399.7;20;16;12;15;12;16;12;16;15;13
ENSG00000288566.1;0;0;0;0;0;0;0;0;0;0
ENSG00000236968.1;0;1;0;0;0;0;2;0;0;0
ENSG00000226762.5;0;0;0;0;0;0;0;7;0;0
ENSG00000227338.2;0;0;0;0;0;0;0;0;0;0
ENSG00000288657.1;0;0;0;0;0;0;0;0;1;0
ENSG00000287428.1;0;0;0;0;0;0;0;0;0;0
ENSG00000286610.1;0;0;0;0;0;0;0;0;0;0
ENSG00000289882.1;0;0;0;0;0;0;0;0;0;0
ENSG00000233321.4;1;1;0;0;2;3;0;0;0;0
ENSG00000289994.1;1;0;0;0;0;0;1;0;0;0
ENSG00000236892.2;0;0;0;0;0;0;0;0;0;0
ENSG00000229672.3;0;1;0;2;0;0;0;0;0;0
ENSG00000228353.1;0;0;0;0;0;1;0;0;0;0
ENSG00000067082.15;8046;14649;11157;13367;11883;11218;10004;12880;11117;10153
ENSG00000288755.1;4;1;1;0;2;0;1;4;2;3
ENSG00000287175.1;5;1;4;4;1;3;0;1;3;1
ENSG00000230573.1;0;0;0;0;0;0;0;0;0;1
ENSG00000226005.6;31;69;5;10;49;3;45;42;17;19
ENSG00000274809.1;0;0;0;0;0;0;0;0;0;0
ENSG00000227101.2;0;1;0;1;0;0;0;3;1;0
ENSG00000236990.1;0;0;0;1;0;0;1;9;0;0
ENSG00000233117.4;137;254;268;287;188;268;278;321;333;279
ENSG00000224382.2;0;0;0;0;3;0;0;0;0;0
ENSG00000230096.1;0;0;0;0;0;0;0;0;0;0
ENSG00000287246.1;0;0;0;0;0;0;0;0;0;0
ENSG00000286687.1;0;0;3;1;0;0;2;1;4;0
ENSG00000207124.1;0;0;0;0;0;0;0;0;0;0
ENSG00000231298.8;43;96;35;47;62;70;53;48;15;31
ENSG00000225269.3;7;6;3;3;4;1;4;0;4;2
ENSG00000287023.2;6;4;11;10;0;0;5;4;2;5
ENSG00000165568.18;46;97;32;46;57;48;94;110;65;60
ENSG00000151631.8;1;3;0;0;5;0;1;0;2;2
ENSG00000238840.1;1;3;1;0;3;0;2;0;0;3
ENSG00000187134.14;4753;8671;5920;6851;8710;7872;2015;1875;2042;1698
ENSG00000151632.18;904;1676;1188;1536;1635;1462;717;659;573;524
ENSG00000224251.6;14;9;12;6;16;12;2;6;3;7
ENSG00000239148.1;0;0;0;0;0;0;0;0;0;0
ENSG00000196139.14;1334;2512;2218;2684;2280;2726;1801;1597;1795;1685
ENSG00000239142.1;0;0;0;0;0;0;0;0;0;0
ENSG00000225418.1;0;0;0;0;0;0;0;0;0;0
ENSG00000264006.9;0;2;0;1;0;0;0;1;1;0
ENSG00000198610.11;0;0;0;0;4;2;0;0;0;1
ENSG00000228291.1;0;0;0;0;0;0;0;0;0;0
ENSG00000287848.1;0;0;0;0;0;0;0;0;0;0
ENSG00000231039.2;0;0;0;2;0;0;0;0;0;0
ENSG00000224034.1;1;0;3;2;4;2;0;0;0;0
ENSG00000215267.10;0;0;0;0;0;2;0;0;0;1
ENSG00000291045.1;2;1;0;0;0;4;0;3;0;2
ENSG00000223987.1;0;0;0;0;0;0;0;0;0;0
ENSG00000280450.1;0;0;0;0;0;0;0;0;0;0
ENSG00000178473.7;0;0;3;0;0;0;0;0;0;0
ENSG00000178462.12;0;0;0;0;0;0;0;0;0;0
ENSG00000173848.19;429;783;321;310;695;302;756;858;665;553
ENSG00000288922.2;0;0;0;0;0;0;0;0;0;0
ENSG00000178372.8;0;0;0;1;0;0;0;0;0;0
ENSG00000205488.9;0;1;0;4;2;0;0;1;1;0
ENSG00000178363.5;0;2;0;0;0;0;0;0;0;0
ENSG00000256462.1;0;0;0;0;0;0;0;0;0;0
ENSG00000287566.1;0;2;0;0;0;0;0;0;0;0
ENSG00000287235.1;0;0;0;0;0;0;0;0;0;0
ENSG00000242147.3;0;1;1;0;0;0;0;0;0;0
ENSG00000228685.1;1;0;0;0;0;0;0;0;0;0
ENSG00000240577.3;0;0;0;0;0;0;0;0;0;0
ENSG00000196372.13;432;902;483;615;720;600;852;835;736;574
ENSG00000108021.22;2472;4256;2203;2821;3671;2207;1927;3362;2615;2537
ENSG00000226647.2;1;6;0;5;7;1;1;1;0;2
ENSG00000057608.17;5947;10131;7624;9476;8825;8640;9471;9549;8498;7495
ENSG00000270427.1;1;3;2;0;4;9;3;3;2;13
ENSG00000272764.1;9;12;4;3;8;3;3;11;8;4
ENSG00000134461.16;124;299;155;177;205;183;161;169;138;143
ENSG00000240180.1;0;0;0;0;0;0;0;0;0;0
ENSG00000134452.20;1921;3822;2542;3208;3188;2651;3265;3397;2908;2717
ENSG00000232807.2;21;39;18;38;44;47;48;26;47;34
ENSG00000134470.21;92;186;138;194;129;226;149;126;121;117
ENSG00000134460.19;0;0;0;0;0;0;0;0;0;0
ENSG00000251922.1;0;0;0;0;0;0;0;0;0;0
ENSG00000229664.1;2;0;0;0;0;0;0;0;0;0
ENSG00000214015.3;0;0;0;0;0;0;0;0;0;0
ENSG00000134453.16;839;1448;975;1213;1219;1008;1522;1558;1364;1164
ENSG00000170525.21;694;1298;908;1251;1069;931;906;1182;1048;944
ENSG00000201581.1;0;0;0;0;0;0;0;0;0;1
ENSG00000263628.1;0;0;0;0;0;0;0;0;0;0
ENSG00000283634.1;0;0;0;0;0;0;0;0;0;0
ENSG00000213994.3;4;1;3;2;0;2;0;0;0;0
ENSG00000238366.1;0;0;0;1;0;0;0;0;0;0
ENSG00000215244.4;0;0;0;0;0;0;4;2;0;2
ENSG00000226705.1;0;0;0;0;0;0;0;0;0;0
ENSG00000212743.2;0;0;0;0;1;0;2;3;0;2
ENSG00000289934.1;0;0;0;0;0;0;0;0;0;0
ENSG00000065675.16;0;1;0;0;0;1;4;4;1;2
ENSG00000288915.1;1;0;0;0;0;0;0;0;0;0
ENSG00000237943.8;0;0;0;0;0;0;4;6;0;2
ENSG00000225948.2;0;0;0;0;0;0;0;0;0;0
ENSG00000285743.1;0;0;0;0;0;0;0;0;0;0
ENSG00000223784.2;0;0;0;0;0;0;0;0;0;1
ENSG00000289892.1;0;0;0;0;0;0;0;0;0;0
ENSG00000285988.1;0;0;0;0;0;0;0;0;0;0
ENSG00000281186.2;0;0;0;0;1;0;5;0;0;0
ENSG00000238266.3;1;2;0;0;0;1;0;0;0;0
ENSG00000285845.1;0;0;0;0;0;0;0;0;0;0
ENSG00000287277.1;0;3;0;0;1;0;0;1;0;0
ENSG00000291288.1;0;0;0;0;0;0;0;0;0;0
ENSG00000223581.2;0;0;0;0;0;0;0;0;0;0
ENSG00000270811.1;0;0;0;0;0;0;0;0;0;0
ENSG00000198879.13;0;4;1;0;1;1;0;10;2;4
ENSG00000235141.1;0;0;0;0;0;0;0;0;0;0
ENSG00000278982.1;0;0;0;0;0;0;0;0;0;0
ENSG00000289239.2;0;0;0;0;0;0;0;0;0;0
ENSG00000232591.3;0;0;0;0;0;0;0;1;0;0
ENSG00000207453.1;0;0;0;0;0;0;0;0;0;0
ENSG00000230121.1;0;0;0;0;0;0;0;0;0;0
ENSG00000123243.15;31;40;15;27;28;17;54;62;33;31
ENSG00000151655.19;1;3;1;3;5;1;4;3;5;4
ENSG00000151657.12;224;460;255;328;362;298;439;367;291;308
ENSG00000165629.20;2283;4267;3233;3918;3529;4168;4263;3409;3573;3026
ENSG00000165632.9;278;514;338;370;497;314;446;426;410;404
ENSG00000233990.1;0;1;0;0;0;0;0;0;0;0
ENSG00000107485.18;304;555;436;509;400;562;161;229;192;138
ENSG00000197308.9;6;18;8;14;24;15;0;3;0;0
ENSG00000232638.1;0;0;0;0;0;0;0;0;0;0
ENSG00000225053.1;0;0;0;0;0;0;0;0;0;0
ENSG00000289897.1;0;0;0;0;0;0;0;0;0;0
ENSG00000232170.6;0;0;0;0;0;0;0;0;0;0
ENSG00000226861.1;0;0;0;0;0;0;0;0;0;0
ENSG00000226990.1;0;0;0;0;0;0;0;0;0;0
ENSG00000271251.1;0;0;0;0;0;0;0;0;0;0
ENSG00000213771.3;1;0;0;0;0;0;0;0;0;0
ENSG00000236420.1;0;0;0;0;0;0;0;0;0;0
ENSG00000212505.1;0;0;0;0;0;0;0;0;0;0
ENSG00000270234.1;0;0;0;0;0;0;0;0;0;0
ENSG00000234752.1;0;0;0;0;0;0;0;0;0;0
ENSG00000223808.1;0;0;0;0;0;0;0;0;0;0
ENSG00000230014.1;0;0;0;0;0;0;0;0;0;0
ENSG00000287120.1;0;0;0;0;0;0;0;0;0;0
ENSG00000235838.1;0;0;0;0;0;0;0;0;0;0
ENSG00000228636.3;0;0;0;0;0;0;0;0;0;0
ENSG00000224788.1;0;0;0;0;0;0;0;0;0;0
ENSG00000229919.3;0;0;0;0;0;0;0;0;0;0
ENSG00000200849.1;0;3;0;0;0;0;0;0;0;0
ENSG00000272436.1;0;0;0;0;0;0;0;0;0;0
ENSG00000286439.1;0;0;0;0;0;0;0;0;0;0
ENSG00000234306.1;0;0;0;0;0;0;0;0;0;0
ENSG00000270111.4;1;0;0;0;0;0;0;0;0;0
ENSG00000279575.1;0;0;0;0;0;0;0;0;0;0
ENSG00000287309.1;0;0;0;0;0;0;0;0;0;0
ENSG00000289328.1;0;0;0;0;0;0;0;0;0;0
ENSG00000289363.1;0;0;0;0;0;0;0;0;0;0
ENSG00000228997.1;0;5;1;3;1;4;1;2;1;3
ENSG00000225383.8;26;34;61;76;56;83;48;49;80;46
ENSG00000048740.19;1616;2967;2147;2668;2534;2073;2251;3362;3180;2640
ENSG00000229240.9;0;4;5;0;8;1;0;0;0;0
ENSG00000231496.2;0;0;0;0;2;2;0;1;3;1
ENSG00000228027.1;0;0;0;0;0;0;0;3;0;0
ENSG00000229206.3;0;0;0;0;0;4;0;0;0;0
ENSG00000237986.4;0;0;3;1;1;0;2;0;0;3
ENSG00000230322.1;0;3;0;0;0;0;0;0;0;0
ENSG00000181800.6;13;10;3;8;5;2;1;14;6;7
ENSG00000280086.1;0;0;0;0;0;0;0;0;0;0
ENSG00000148429.15;482;832;720;792;734;643;827;1093;1083;873
ENSG00000271360.1;0;0;0;0;3;0;0;0;0;0
ENSG00000271046.1;0;0;0;0;0;0;0;0;0;0
ENSG00000134463.15;60;117;70;73;92;81;121;122;110;84
ENSG00000148426.13;62;219;172;158;185;167;177;164;161;162
ENSG00000225778.5;25;22;1;7;19;10;8;20;16;4
ENSG00000289920.1;0;0;0;0;0;0;0;0;0;0
ENSG00000151461.20;894;1502;849;1048;1212;816;1301;1669;1475;1207
ENSG00000251957.1;0;0;0;1;1;5;0;1;3;0
ENSG00000181192.12;665;1308;666;730;1041;641;753;1003;749;660
ENSG00000272507.1;0;0;0;6;1;0;1;0;0;2
ENSG00000065665.21;218;377;245;276;312;280;241;312;240;223
ENSG00000265653.1;1;0;0;0;0;0;0;0;0;0
ENSG00000165609.13;898;1797;1101;1285;1423;1375;1624;1488;1365;1163
ENSG00000151465.14;1100;2074;1582;1945;1736;2027;2078;1829;1869;1583
ENSG00000228302.2;8;14;7;10;15;10;11;7;8;9
ENSG00000264036.2;0;0;0;0;0;0;0;0;0;0
ENSG00000183049.14;826;1660;545;669;1356;559;1100;1513;866;831
ENSG00000289395.2;0;0;0;0;0;0;1;0;0;0
ENSG00000252438.1;0;0;0;0;0;0;0;0;0;0
ENSG00000252118.1;0;0;0;0;0;0;0;0;0;0
ENSG00000285994.1;0;0;0;1;1;1;3;1;2;0
ENSG00000263584.1;3;0;0;0;0;0;0;0;0;0
ENSG00000283699.1;0;0;0;0;0;0;0;0;0;0
ENSG00000221331.1;0;0;0;0;0;0;0;0;0;0
ENSG00000285520.1;0;0;0;0;3;0;0;0;0;0
ENSG00000151468.11;328;641;160;180;417;190;113;146;77;86
ENSG00000212499.1;0;0;0;0;0;0;0;0;0;0
ENSG00000225251.1;0;0;0;0;0;0;0;0;0;1
ENSG00000123240.17;5523;10204;7196;8681;8458;8032;11201;10538;10717;8993
ENSG00000289266.1;0;0;0;0;0;0;0;0;0;0
ENSG00000235763.1;0;0;0;0;1;0;0;4;0;0
ENSG00000234175.1;20;12;11;19;15;26;10;17;22;8
ENSG00000228330.1;7;7;5;5;3;4;2;4;8;4
ENSG00000203414.2;0;1;0;1;0;1;0;0;1;0
ENSG00000237540.1;2;2;1;2;0;4;0;2;2;0
ENSG00000065328.17;108;182;100;128;174;160;194;232;130;94
ENSG00000272055.1;0;0;0;0;0;0;0;0;0;0
ENSG00000165623.10;0;0;0;0;0;0;0;0;0;0
ENSG00000107537.14;1042;1876;1145;1365;1555;1401;1743;1489;1439;1378
ENSG00000226209.1;0;0;0;0;0;0;0;0;0;0
ENSG00000086475.15;1061;2028;1116;1305;1706;1398;1471;1512;1212;1179
ENSG00000289585.2;2;0;0;4;1;2;0;0;0;1
ENSG00000286514.1;0;0;0;0;0;0;0;0;0;0
ENSG00000233256.1;0;0;0;0;0;0;0;0;0;0
ENSG00000165626.19;210;417;339;411;361;388;367;406;439;364
ENSG00000202508.1;0;0;0;0;0;0;0;0;0;0
ENSG00000227175.1;0;0;0;0;0;0;0;0;1;0
ENSG00000165630.15;430;703;486;574;658;575;622;601;518;492
ENSG00000227474.1;0;0;0;0;0;0;0;0;0;0
ENSG00000151474.23;726;1379;1600;1762;1065;1731;823;1138;1247;1144
ENSG00000273474.1;3;1;4;4;1;0;5;1;0;1
ENSG00000225112.1;0;0;0;0;0;0;0;0;0;0
ENSG00000199407.1;0;0;0;0;0;0;0;0;0;0
ENSG00000234091.1;0;1;1;1;0;0;0;0;1;0
ENSG00000215227.4;0;0;0;2;0;0;0;0;0;1
ENSG00000229751.1;0;0;1;0;1;0;0;0;0;0
ENSG00000235410.1;0;0;0;0;0;0;0;0;0;0
ENSG00000285671.1;2;3;1;0;0;1;1;0;0;0
ENSG00000266321.1;0;0;0;0;0;0;0;0;0;0
ENSG00000278100.1;0;0;0;0;0;0;0;0;0;0
ENSG00000221371.1;0;0;0;0;0;0;0;0;0;1
ENSG00000065809.14;452;891;814;988;740;833;590;642;712;574
ENSG00000236495.2;0;0;0;0;0;0;0;0;0;0
ENSG00000201766.1;0;0;0;0;0;0;0;0;0;0
ENSG00000237032.1;0;0;0;0;0;0;0;0;2;0
ENSG00000185267.10;39;91;44;56;63;59;52;48;48;29
ENSG00000284024.4;460;708;456;541;619;490;615;878;662;639
ENSG00000187522.16;221;411;279;378;347;332;347;356;322;257
ENSG00000272853.2;6;15;5;6;9;9;23;15;3;5
ENSG00000152455.16;148;294;168;202;248;197;206;324;263;172
ENSG00000152457.19;329;589;353;415;469;382;440;517;454;446
ENSG00000197889.10;2;16;8;7;11;11;5;6;9;13
ENSG00000235623.2;0;0;0;1;0;0;0;0;0;0
ENSG00000228547.5;0;0;0;0;0;0;0;0;0;0
ENSG00000182531.7;0;0;0;0;0;0;0;0;0;0
ENSG00000237470.3;0;0;0;0;0;0;0;0;0;0
ENSG00000152463.15;19;40;12;12;26;14;19;21;29;12
ENSG00000176244.7;40;62;35;26;71;32;41;35;18;18
ENSG00000228312.1;1;0;0;1;0;0;0;0;0;0
ENSG00000176236.6;7;6;3;3;4;7;6;5;8;5
ENSG00000152464.15;134;258;174;181;196;175;279;232;249;190
ENSG00000152465.18;574;1154;1029;1156;989;1066;1145;1214;1423;1157
ENSG00000206448.3;0;0;0;0;0;0;0;2;0;1
ENSG00000228181.1;0;0;0;1;0;0;0;0;0;0
ENSG00000148468.17;1256;2494;1926;2176;2186;1820;2178;2391;2264;1971
ENSG00000232739.1;1;3;2;0;2;0;0;1;1;3
ENSG00000077943.8;10184;18502;8664;10908;14852;9115;19618;30265;21833;23268
ENSG00000148481.14;957;1724;1095;1340;1473;1270;1364;1619;1605;1386
ENSG00000252537.1;0;0;0;0;0;0;0;0;0;0
ENSG00000237913.1;0;0;0;0;0;0;0;0;0;0
ENSG00000201260.1;0;0;0;0;0;0;0;0;0;0
ENSG00000226140.6;0;0;0;0;0;0;0;0;0;0
ENSG00000165983.15;363;609;247;323;461;272;250;389;277;238
ENSG00000223156.1;0;0;0;0;0;0;0;0;0;0
ENSG00000165985.10;9;23;13;12;14;8;13;17;4;6
ENSG00000287925.1;2;3;0;0;0;0;0;0;3;0
ENSG00000148484.18;4073;7623;6658;8010;6566;8181;8390;8544;8606;7367
ENSG00000225213.2;6;3;6;3;3;3;5;2;3;7
ENSG00000275001.1;0;0;0;0;0;0;0;0;0;0
ENSG00000286958.1;0;0;0;0;0;0;0;0;0;0
ENSG00000107611.16;77;119;91;87;142;102;32;60;51;50
ENSG00000273153.1;0;0;0;0;0;0;0;0;0;0
ENSG00000107614.22;105;184;125;195;168;162;142;206;161;148
ENSG00000229124.8;28;58;33;37;26;30;32;22;26;18
ENSG00000026025.16;51381;100310;111676;132479;91072;153498;104664;81909;89178;76454
ENSG00000234961.1;0;0;0;0;0;0;0;0;0;0
ENSG00000148488.17;3;15;0;13;13;3;6;12;6;4
ENSG00000204832.10;1;0;1;0;1;0;0;0;0;0
ENSG00000251803.1;0;0;0;0;0;0;0;0;0;0
ENSG00000236582.1;0;0;0;1;0;0;0;0;0;1
ENSG00000165996.14;980;1842;1526;1935;1588;2006;2707;2218;2392;2055
ENSG00000260589.1;10;10;8;9;5;6;5;8;6;4
ENSG00000136738.15;1167;2070;1425;1861;1800;1720;1458;1929;1983;1593
ENSG00000229190.1;0;0;0;0;2;0;0;0;0;0
ENSG00000148483.9;15;16;32;37;35;35;23;25;32;35
ENSG00000260314.3;3;4;4;6;1;2;40;86;95;50
ENSG00000207938.1;0;0;0;0;0;0;0;0;0;0
ENSG00000235637.1;0;0;0;0;0;0;0;0;0;0
ENSG00000148482.12;2;6;0;0;0;0;0;0;0;1
ENSG00000226083.5;0;0;0;0;0;0;0;0;0;0
ENSG00000165995.24;17;45;15;24;24;19;32;46;23;37
ENSG00000235020.5;0;0;0;0;0;0;0;0;0;0
ENSG00000240291.1;12;15;8;4;11;13;15;5;5;11
